# x1 x2 x3 x4 x5 x6
# 10000 6
# 10000 6
 5.77500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.84500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.91500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.98500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.05500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.12500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.19500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.26500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.33500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.40500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.47500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.54500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.61500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.68500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.75500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.82500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.89500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.96500000e-01 -7.27350000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.50000000e-03 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.05000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.75000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.45000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.15000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.85000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.55000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.25000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.95000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.65000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 7.35000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 8.05000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 8.75000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 9.45000000e-02 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.01500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.08500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.15500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.22500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.29500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.36500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.43500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.50500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.57500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.64500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.71500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.78500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.85500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.92500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.99500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.06500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.13500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.20500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.27500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.34500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.41500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.48500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.55500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.62500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.69500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.76500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.83500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.90500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.97500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.04500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.11500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.18500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.25500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.32500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.39500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.46500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.53500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.60500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.67500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.74500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.81500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.88500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.95500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.02500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.09500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.16500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.23500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.30500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.37500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.44500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.51500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.58500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.65500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.72500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.79500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.86500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.93500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.00500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.07500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.14500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.21500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.28500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.35500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.42500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.49500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.56500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.63500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.70500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.77500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.84500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.91500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.98500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.05500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.12500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.19500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.26500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.33500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.40500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.47500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.54500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.61500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.68500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.75500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.82500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.89500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.96500000e-01 -7.22050000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.50000000e-03 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.05000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.75000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.45000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.15000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.85000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 4.55000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.25000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 5.95000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 6.65000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 7.35000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 8.05000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 8.75000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 9.45000000e-02 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.01500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.08500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.15500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.22500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.29500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.36500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.43500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.50500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.57500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.64500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.71500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.78500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.85500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.92500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 1.99500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.06500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.13500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.20500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.27500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.34500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.41500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.48500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.55500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.62500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.69500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.76500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.83500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.90500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 2.97500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.04500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.11500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.18500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.25500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
 3.32500000e-01 -7.16750000e-01  4.00000000e-02  4.00000000e-02  0.00000000e+00  0.00000000e+00
